Artist,Song,Days,PkStreams,Total,listeners,playcount,rank,track_url,artist_url,duration_min,duration,genre,genre_description,artist_listeners,artist_playcount
Addison Rae,New York,1,"1,254,547","1,254,547",318815,4128628,1663,https://www.last.fm/music/Addison+Rae/_/New+York,https://www.last.fm/music/Addison+Rae,2.533333333333333,2 мин 32 сек,pop,"Pop music is a broad-term for many different types of music: The term is flexible, and the music labeled ""pop"" changes frequently. It usually refers to popular, appealing and mostly mainstream music with emphasis on catchy melodies and an accessible style, with songs that tend to have a short to medium length. Some subgenres may include synthpop, electropop, bubblegum, sophisti-pop, hyperpop and many others.",1245809,84337677
Charli xcx,Von dutch,1,"1,245,504","1,245,504",1313773,27930988,134,https://www.last.fm/music/Charli+xcx/_/Von+dutch,https://www.last.fm/music/Charli+xcx,2.7333333333333334,2 мин 44 сек,pop,"Pop music is a broad-term for many different types of music: The term is flexible, and the music labeled ""pop"" changes frequently. It usually refers to popular, appealing and mostly mainstream music with emphasis on catchy melodies and an accessible style, with songs that tend to have a short to medium length. Some subgenres may include synthpop, electropop, bubblegum, sophisti-pop, hyperpop and many others.",3544758,643350637
Tame Impala,No Reply,1,"1,239,579","1,239,579",201518,570232,1820,https://www.last.fm/music/Tame+Impala/_/No+Reply,https://www.last.fm/music/Tame+Impala,3.583333333333333,3 мин 35 сек,psychedelic rock,"Psychedelic rock is a subgenre of rock that emerged in the '60s. It is influenced by the psychedelic culture of the time, and psychedelic (psychotropic) drugs, such as LSD and shrooms.

The musical style often incorporates flowing, hypnotic rhythms. Typical instruments associated with the genre include electric guitar, which is often augmented with effects pedals; various types of organs, which include Hammonds and Farfisas; bass guitar, and drums. Vocals in psychedelic rock music are also sometimes augmented with effects.",3973723,363435092
Empire Of The Sun,Walking On A Dream,1,"1,236,752","1,236,752",1981282,20519618,371,https://www.last.fm/music/Empire+of+the+Sun/_/Walking+on+a+Dream,https://www.last.fm/music/Empire+of+the+Sun,3.2666666666666666,3 мин 16 сек,electronic,"Electronic music refers to music that emphasizes the use of electronic musical instruments or electronic music technology as a central aspect of the sound of the music. Historically, electronic music was considered to be any music created with the use of electronic musical instruments or electronic processing, but in modern times, that distinction has been lost because almost all recorded music today, and the majority of live music performances, depend on extensive use of electronics.",2844199,71724026
The Clash,Should I Stay or Should I Go - Remastered,2,"705,495","1,226,701",1346511,10007104,1189,https://www.last.fm/music/The+Clash/_/Should+I+Stay+or+Should+I+Go+-+remastered,https://www.last.fm/music/The+Clash,3.15,3 мин 09 сек,punk,"Rooted in garage rock, punk started as Punk Rock and eschewed the perceived excesses of virtuosism, technical and complicated: progressive rock. it sounds faster, noisier and raw, with short songs, low-cost instrumentation, and often anti-establishment lyrics. Punk Counterculture embraces: DIY ethic (do it yourself), self-produced albums, fanzines and squatts. ideologically use to be related to: anarchism, atheism, individualism and internationalism.",3951361,147844899
NewJeans,Supernatural,1,"1,223,778","1,223,778",471057,11472891,1052,https://www.last.fm/music/NewJeans/_/Supernatural,https://www.last.fm/music/NewJeans,3.183333333333333,3 мин 11 сек,k-pop,"K-pop means Korean pop, which is a musical genre, sometimes described more as an umbrella term, consisting of different music styles, including hip-hop, rap, jazz, r&b, dance, rock music and ballads. The name for the genre is first recorded in English around 1990–95. Strongly influenced by Western popular music, K-pop took off in 1992 with Seo Taiji and Boys, who incorporated rap, rock, and dance elements into Korean popular music.
Modern K-pop ""idol"" culture began later in the 1990s, as K-pop idol music grew into a subculture.",1659655,301436663
BTS,I Need U,1,"1,221,258","1,221,258",599737,15004326,723,https://www.last.fm/music/BTS/_/I+NEED+U,https://www.last.fm/music/BTS,3.5166666666666666,3 мин 31 сек,k-pop,"K-pop means Korean pop, which is a musical genre, sometimes described more as an umbrella term, consisting of different music styles, including hip-hop, rap, jazz, r&b, dance, rock music and ballads. The name for the genre is first recorded in English around 1990–95. Strongly influenced by Western popular music, K-pop took off in 1992 with Seo Taiji and Boys, who incorporated rap, rock, and dance elements into Korean popular music.
Modern K-pop ""idol"" culture began later in the 1990s, as K-pop idol music grew into a subculture.",2196700,2551382152
Childish Gambino,Les,1,"1,180,597","1,180,597",1282225,22412342,294,https://www.last.fm/music/Childish+Gambino/_/LES,https://www.last.fm/music/Childish+Gambino,5.35,5 мин 21 сек,hip hop,"Hip hop is a musical genre which developed alongside hip hop culture, defined by key stylistic elements such as rapping, DJing, sampling, scratching and beatboxing. Hip hop began in the Bronx in New York City in the 1970s, primarily among African Americans and Jamaican Americans, with some Latino influences.

The term rap is often used synonymously with hip hop, but hip hop denotes the practices of an entire subculture. Hip hop arose when DJs began isolating the percussion break from funk or disco songs for audiences to dance to.",3592125,301295298
beabadoobee,A Night To Remember,1,"1,175,764","1,175,764",722002,10138635,1171,https://www.last.fm/music/beabadoobee/_/A+Night+To+Remember,https://www.last.fm/music/beabadoobee,3.883333333333333,3 мин 53 сек,indie pop,"Indie pop is a loosely defined genre describing music that sounds like it was produced by an indie artist (even if not the case). Typically, indie pop songs have a DIY aesthetic, and are created in opposition to the styles found in mainstream pop. Songs that are considered indie pop are usually also categorized as bedroom pop, dream pop, and alternative pop.

The term indie pop is somewhat controversial, as artists, albums, and songs are often tagged as indie pop, while not being made by an independent or non-mainstream artist.",2418949,282827335
KISS,I Was Made For Lovin' You,1,"1,171,614","1,171,614",1512532,12119444,988,https://www.last.fm/music/Kiss/_/I+Was+Made+for+Lovin%27+You,https://www.last.fm/music/Kiss,4.433333333333334,4 мин 26 сек,rock,"Rock music is a form of popular music with a prominent vocal melody, accompanied by guitar, drums, and bass. Many styles of rock music also use keyboard instruments such as organ, piano, mellotron, and synthesizers. Other instruments sometimes utilized in rock include saxophone, harmonica, violin, flute, French horn, banjo, melodica, and timpani. Also, less common stringed instruments such as mandolin and sitar are used. Rock music usually has a strong back beat",3071473,86009339
beabadoobee,Real Man,1,"1,132,881","1,132,881",717496,9734812,1227,https://www.last.fm/music/beabadoobee/_/real+man,https://www.last.fm/music/beabadoobee,2.6,2 мин 36 сек,indie pop,"Indie pop is a loosely defined genre describing music that sounds like it was produced by an indie artist (even if not the case). Typically, indie pop songs have a DIY aesthetic, and are created in opposition to the styles found in mainstream pop. Songs that are considered indie pop are usually also categorized as bedroom pop, dream pop, and alternative pop.

The term indie pop is somewhat controversial, as artists, albums, and songs are often tagged as indie pop, while not being made by an independent or non-mainstream artist.",2418949,282827335
Red Hot Chili Peppers,Californication,4,"306,605","1,104,783",2898988,26411282,161,https://www.last.fm/music/Red+Hot+Chili+Peppers/_/Californication,https://www.last.fm/music/Red+Hot+Chili+Peppers,5.383333333333334,5 мин 23 сек,rock,"Rock music is a form of popular music with a prominent vocal melody, accompanied by guitar, drums, and bass. Many styles of rock music also use keyboard instruments such as organ, piano, mellotron, and synthesizers. Other instruments sometimes utilized in rock include saxophone, harmonica, violin, flute, French horn, banjo, melodica, and timpani. Also, less common stringed instruments such as mandolin and sitar are used. Rock music usually has a strong back beat",7026572,536172514
Bruno Mars,Finesse,3,"425,280","1,088,289",536678,3948328,1669,https://www.last.fm/music/Bruno+Mars/_/Finesse,https://www.last.fm/music/Bruno+Mars,3.15,3 мин 09 сек,pop,"Pop music is a broad-term for many different types of music: The term is flexible, and the music labeled ""pop"" changes frequently. It usually refers to popular, appealing and mostly mainstream music with emphasis on catchy melodies and an accessible style, with songs that tend to have a short to medium length. Some subgenres may include synthpop, electropop, bubblegum, sophisti-pop, hyperpop and many others.",4931024,262452537
The Beatles,Something - Remastered 2009,3,"437,039","1,066,838",895208,8502974,1351,https://www.last.fm/music/The+Beatles/_/Something+-+Remastered+2009,https://www.last.fm/music/The+Beatles,3.033333333333333,3 мин 02 сек,rock,"Rock music is a form of popular music with a prominent vocal melody, accompanied by guitar, drums, and bass. Many styles of rock music also use keyboard instruments such as organ, piano, mellotron, and synthesizers. Other instruments sometimes utilized in rock include saxophone, harmonica, violin, flute, French horn, banjo, melodica, and timpani. Also, less common stringed instruments such as mandolin and sitar are used. Rock music usually has a strong back beat",6299260,1047604055
Chris Grey,LET THE WORLD BURN,1,"1,052,522","1,052,522",269606,3496426,1700,https://www.last.fm/music/Chris+Grey/_/LET+THE+WORLD+BURN,https://www.last.fm/music/Chris+Grey,2.716666666666667,2 мин 43 сек,r&b,"R&B is a musical genre that began to develop as a distinct style in the early 1950s. Originally known as rhythm and blues, it was primarily created by African American musicians and drew influence from both blues and early rock 'n' roll, with significant interaction between these genres. Over time, musicians from different backgrounds adopted the style and introduced new elements. In the 1950s, artists like Muddy Waters contributed to shaping the genre by emphasizing faster melodies and energetic rhythms",355090,11356705
