Artist,Song,listeners,playcount,rank,track_url,artist_url,duration_min,duration,genre,genre_description,artist_listeners,artist_playcount
ILLIT,jellyous,221852,3274799,1715,https://www.last.fm/music/ILLIT/_/jellyous,https://www.last.fm/music/ILLIT,2.716666666666667,2 мин 43 сек,k-pop,"K-pop means Korean pop, which is a musical genre, sometimes described more as an umbrella term, consisting of different music styles, including hip-hop, rap, jazz, r&b, dance, rock music and ballads. The name for the genre is first recorded in English around 1990–95. Strongly influenced by Western popular music, K-pop took off in 1992 with Seo Taiji and Boys, who incorporated rap, rock, and dance elements into Korean popular music.
Modern K-pop ""idol"" culture began later in the 1990s, as K-pop idol music grew into a subculture.",951745,63911471
TWICE,"TAKEDOWN (JEONGYEON, JIHYO, CHAEYOUNG)",343934,3271524,1716,"https://www.last.fm/music/TWICE/_/TAKEDOWN+(JEONGYEON,+JIHYO,+CHAEYOUNG)",https://www.last.fm/music/TWICE,2.95,2 мин 57 сек,k-pop,"K-pop means Korean pop, which is a musical genre, sometimes described more as an umbrella term, consisting of different music styles, including hip-hop, rap, jazz, r&b, dance, rock music and ballads. The name for the genre is first recorded in English around 1990–95. Strongly influenced by Western popular music, K-pop took off in 1992 with Seo Taiji and Boys, who incorporated rap, rock, and dance elements into Korean popular music.
Modern K-pop ""idol"" culture began later in the 1990s, as K-pop idol music grew into a subculture.",1746032,456171725
KAYTRANADA,Snap My Finger (feat. PinkPantheress),354274,3270509,1717,https://www.last.fm/music/KAYTRANADA/_/Snap+My+Finger+(feat.+PinkPantheress),https://www.last.fm/music/KAYTRANADA,3.35,3 мин 21 сек,electronic,"Electronic music refers to music that emphasizes the use of electronic musical instruments or electronic music technology as a central aspect of the sound of the music. Historically, electronic music was considered to be any music created with the use of electronic musical instruments or electronic processing, but in modern times, that distinction has been lost because almost all recorded music today, and the majority of live music performances, depend on extensive use of electronics.",1471167,69800701
twenty one pilots,Drum Show,196103,3259548,1718,https://www.last.fm/music/twenty+one+pilots/_/Drum+Show,https://www.last.fm/music/twenty+one+pilots,3.4,3 мин 24 сек,electronic,"Electronic music refers to music that emphasizes the use of electronic musical instruments or electronic music technology as a central aspect of the sound of the music. Historically, electronic music was considered to be any music created with the use of electronic musical instruments or electronic processing, but in modern times, that distinction has been lost because almost all recorded music today, and the majority of live music performances, depend on extensive use of electronics.",3108388,380309074
The American Dawn,Her,396365,3250726,1719,https://www.last.fm/music/The+American+Dawn/_/Her,https://www.last.fm/music/The+American+Dawn,3.566666666666667,3 мин 34 сек,dream pop,"Dream pop, also written as dreampop, is a subgenre of alternative rock and neo-psychedelia that emphasizes atmosphere and sonic texture alongside pop melodies. It is characterized by features such as breathy vocals, dense production, and the use of effects like reverb, echo, tremolo, and chorus. The genre often overlaps with shoegaze, and the two terms have sometimes been used interchangeably.

Dream pop gained prominence in the 1980s through artists associated with the UK label 4AD, including Cocteau Twins, This Mortal Coil, and A.",401725,3376757
50 Cent,Ayo Technology,491818,3177531,1720,https://www.last.fm/music/50+Cent/_/Ayo+Technology,https://www.last.fm/music/50+Cent,4.133333333333334,4 мин 08 сек,rap,"Rap is a vocal style, usually coming together with hip-hop, the musical genre off-shoot of the hip hop culture. Rapping itself, also known as emceeing, MCing, spitting, or just rhyming, is the rhythmic spoken delivery of rhymes and wordplay. Rapping is one of the four pillars of the hip hop culture, along with DJing, graffiti, and breaking.

Rap is also considered a separate genre from hip hop in some cases where the artists do not make music compatible with the hip hop culture.",4716077,110208560
Olivia Dean,Man I Need,420933,3171493,1721,https://www.last.fm/music/Olivia+Dean/_/Man+I+Need,https://www.last.fm/music/Olivia+Dean,3.066666666666667,3 мин 04 сек,r&b,"R&B is a musical genre that began to develop as a distinct style in the early 1950s. Originally known as rhythm and blues, it was primarily created by African American musicians and drew influence from both blues and early rock 'n' roll, with significant interaction between these genres. Over time, musicians from different backgrounds adopted the style and introduced new elements. In the 1950s, artists like Muddy Waters contributed to shaping the genre by emphasizing faster melodies and energetic rhythms",879379,31216429
Olivia Dean,Nice To Each Other,400390,3103546,1722,https://www.last.fm/music/Olivia+Dean/_/Nice+To+Each+Other,https://www.last.fm/music/Olivia+Dean,3.4833333333333334,3 мин 29 сек,r&b,"R&B is a musical genre that began to develop as a distinct style in the early 1950s. Originally known as rhythm and blues, it was primarily created by African American musicians and drew influence from both blues and early rock 'n' roll, with significant interaction between these genres. Over time, musicians from different backgrounds adopted the style and introduced new elements. In the 1950s, artists like Muddy Waters contributed to shaping the genre by emphasizing faster melodies and energetic rhythms",879379,31216429
Magdalena Bay,Love Is Everywhere,357918,3064591,1723,https://www.last.fm/music/Magdalena+Bay/_/Love+Is+Everywhere,https://www.last.fm/music/Magdalena+Bay,3.2333333333333334,3 мин 14 сек,synthpop,"Synthpop is a type of pop music in which the synthesizer is the dominant instrument or otherwise highly prominent in the mix. In the 1980s, it was associated with the new wave scene, particularly with the success of groups such as ABC, Duran Duran, and Erasure. Kraftwerk from Germany and Yellow Magic Orchestra from Japan are often considered pioneers of the style due to their experimental work in the 1970s.

Brian Eno and David Bowie's post-punk and glam rock influenced work has also been influential in the development of synthpop.",1297830,95782130
Laufey,Tough Luck,274656,3058364,1724,https://www.last.fm/music/Laufey/_/Tough+Luck,https://www.last.fm/music/Laufey,3.033333333333333,3 мин 02 сек,jazz,"Jazz is a musical art form which originated around the beginning of the 20th century in Black communities in the Southern United States from a confluence of African and European music traditions. The style's West African pedigree is evident in its use of blue notes, call-and-response, improvisation, polyrhythms, syncopation, and the swung note of ragtime.

From its early development until the present, jazz has also incorporated music from 19th and 20th century American popular music, which is based on European music traditions.",2041479,214532397
sombr,do i ever cross your mind,422756,2967552,1725,https://www.last.fm/music/sombr/_/do+i+ever+cross+your+mind,https://www.last.fm/music/sombr,2.8,2 мин 48 сек,indie,"The term 'indie' is best known as being an abbreviation for the word 'independent'. This term is used to differentiate between bands that were/are on a major record label and those that weren't. Indie is not a genre of music, and is only a term for bands on independent labels.",1469652,56771156
"Tyler, The Creator",Big Poe (feat. Sk8brd),471616,2966096,1726,"https://www.last.fm/music/Tyler,+The+Creator/_/Big+Poe+(feat.+Sk8brd)","https://www.last.fm/music/Tyler,+The+Creator",3.033333333333333,3 мин 02 сек,hip hop,"Hip hop is a musical genre which developed alongside hip hop culture, defined by key stylistic elements such as rapping, DJing, sampling, scratching and beatboxing. Hip hop began in the Bronx in New York City in the 1970s, primarily among African Americans and Jamaican Americans, with some Latino influences.

The term rap is often used synonymously with hip hop, but hip hop denotes the practices of an entire subculture. Hip hop arose when DJs began isolating the percussion break from funk or disco songs for audiences to dance to.",4093073,970740043
Lizzy McAlpine,Staying,227786,2947820,1727,https://www.last.fm/music/Lizzy+McAlpine/_/Staying,https://www.last.fm/music/Lizzy+McAlpine,2.533333333333333,2 мин 32 сек,indie pop,"Indie pop is a loosely defined genre describing music that sounds like it was produced by an indie artist (even if not the case). Typically, indie pop songs have a DIY aesthetic, and are created in opposition to the styles found in mainstream pop. Songs that are considered indie pop are usually also categorized as bedroom pop, dream pop, and alternative pop.

The term indie pop is somewhat controversial, as artists, albums, and songs are often tagged as indie pop, while not being made by an independent or non-mainstream artist.",1280832,93322362
Black Sabbath,Paranoid - 2009 Remaster,528688,2923120,1728,https://www.last.fm/music/Black+Sabbath/_/Paranoid+-+2009+Remaster,https://www.last.fm/music/Black+Sabbath,2.783333333333333,2 мин 47 сек,heavy metal,"Heavy metal (often referred to simply as metal) is a genre of rock music that developed in the late 1960s and early 1970s, largely in the United Kingdom and the United States. Today, the original genre is often referred to as classic metal or traditional heavy metal.

With roots in blues-rock and psychedelic rock, the bands that created heavy metal developed a thick, massive sound, characterized by highly amplified distortion, extended guitar solos, emphatic beats, and overall loudness.",4260512,200721958
